cid,cntry
AW00027908,Germany
AW00027909,United Kingdom
AW00027910,Australia
AW00027911,United States
AW00027912,United States
AW00027913,United States
AW00027914,United States
AW00027915,United States
AW00027916,United States
AW00027917,United States
AW00027918,United States
AW00027919,United States
AW00027920,United States
AW00027921,Canada
AW00027922,United States
AW00027923,Germany
AW00027924,Germany
AW00027925,United Kingdom
AW00027926,France
AW00027927,United Kingdom
AW00027928,United Kingdom
AW00027929,United Kingdom
AW00027930,Germany
AW00027931,Germany
AW00027932,Germany
AW00027933,France
AW00027934,France
AW00027935,France
AW00027936,France
AW00027937,Germany
AW00027938,United Kingdom
AW00027939,United Kingdom
AW00027940,United Kingdom
AW00027941,Germany
AW00027942,France
AW00027943,Germany
AW00027944,Germany
AW00027945,United Kingdom
AW00027946,United Kingdom
AW00027947,Germany
AW00027948,Germany
AW00027949,United Kingdom
AW00027950,France
AW00027951,France
AW00027952,Germany
AW00027953,United Kingdom
AW00027954,France
AW00027955,United Kingdom
AW00027956,United Kingdom
AW00027957,United Kingdom
AW00027958,United Kingdom
AW00027959,Germany
AW00027960,Germany
AW00027961,France
AW00027962,France
AW00027963,Germany
AW00027964,United Kingdom
AW00027965,United Kingdom
AW00027966,France
AW00027967,United Kingdom
AW00027968,Australia
AW00027969,Australia
AW00027970,Australia
AW00027971,Australia
AW00027972,Australia
AW00027973,Australia
AW00027974,Australia
AW00027975,Australia
AW00027976,Australia
AW00027977,Australia
AW00027978,Australia
AW00027979,Australia
AW00027980,Australia
AW00027981,Australia
AW00027982,Australia
AW00027983,Australia
AW00027984,Australia
AW00027985,Australia
AW00027986,Australia
AW00027987,Australia
AW00027988,United States
AW00027989,United States
AW00027990,United States
AW00027991,United States
AW00027992,United States
AW00027993,United States
AW00027994,United States
AW00027995,United States
AW00027996,United States
AW00027997,United States
AW00027998,Canada
AW00027999,United States
AW00028000,Canada
AW00028001,United States
AW00028002,United States
AW00028003,United States
AW00028004,United States
AW00028005,United States
AW00028006,United States
AW00028007,United States
AW00028008,United States
AW00028009,United States
AW00028010,United States
AW00028011,United States
AW00028012,United States
AW00028013,Canada
AW00028014,United States
AW00028015,United States
AW00028016,United States
AW00028017,United States
AW00028018,United States
AW00028019,United States
AW00028020,United States
AW00028021,Canada
AW00028022,United States
AW00028023,United States
AW00028024,United States
AW00028025,Canada
AW00028026,United States
AW00028027,Canada
AW00028028,United States
AW00028029,United States
AW00028030,United States
AW00028031,United States
AW00028032,United States
AW00028033,United States
AW00028034,Canada
AW00028035,Canada
AW00028036,Canada
AW00028037,United States
AW00028038,United States
AW00028039,United States
AW00028040,United States
AW00028041,United States
AW00028042,United States
AW00028043,United States
AW00028044,United States
AW00028045,Canada
AW00028046,Canada
AW00028047,United States
AW00028048,United States
AW00028049,United States
AW00028050,United States
AW00028051,Canada
AW00028052,United States
AW00028053,United States
AW00028054,United States
AW00028055,United States
AW00028056,United States
AW00028057,United States
AW00028058,United States
AW00028059,United States
AW00028060,United States
AW00028061,United States
AW00028062,United States
AW00028063,United States
AW00028064,United States
AW00028065,United States
AW00028066,United States
AW00028067,United States
AW00028068,United States
AW00028069,Canada
AW00028070,United States
AW00028071,United States
AW00028072,Canada
AW00028073,Canada
AW00028074,Canada
AW00028075,United States
AW00028076,United States
AW00028077,United States
AW00028078,United States
AW00028079,Canada
AW00028080,Canada
AW00028081,United States
AW00028082,United States
AW00028083,United States
AW00028084,United States
AW00028085,United States
AW00028086,United States
AW00028087,United States
AW00028088,United States
AW00028089,United States
AW00028090,United States
AW00028091,Australia
AW00028092,Canada
AW00028093,United States
AW00028094,United States
AW00028095,United States
AW00028096,United States
AW00028097,United States
AW00028098,Australia
AW00028099,United States
AW00028100,United States
AW00028101,Canada
AW00028102,Australia
AW00028103,Australia
AW00028104,United States
AW00028105,United States
AW00028106,United States
AW00028107,Australia
AW00028108,Australia
AW00028109,Australia
AW00028110,Australia
AW00028111,Australia
AW00028112,United States
AW00028113,Australia
AW00028114,Australia
AW00028115,Australia
AW00028116,Australia
AW00028117,Australia
AW00028118,Australia
AW00028119,Australia
AW00028120,Australia
AW00028121,Canada
AW00028122,United States
AW00028123,United States
AW00028124,United States
AW00028125,United States
AW00028126,United States
AW00028127,United States
AW00028128,United States
AW00028129,Canada
AW00028130,Canada
AW00028131,United States
AW00028132,Australia
AW00028133,Australia
AW00028134,Australia
AW00028135,Australia
AW00028136,Australia
AW00028137,Australia
AW00028138,Australia
AW00028139,Australia
AW00028140,Australia
AW00028141,Canada
AW00028142,United States
AW00028143,United States
AW00028144,United States
AW00028145,United States
AW00028146,United States
AW00028147,United States
AW00028148,United States
AW00028149,United States
AW00028150,United States
AW00028151,United States
AW00028152,United States
AW00028153,Canada
AW00028154,United States
AW00028155,United States
AW00028156,United States
AW00028157,Canada
AW00028158,United States
AW00028159,United States
AW00028160,Canada
AW00028161,Canada
AW00028162,United States
AW00028163,United States
AW00028164,United States
AW00028165,Canada
AW00028166,United States
AW00028167,United States
AW00028168,United States
AW00028169,Canada
AW00028170,United States
AW00028171,United States
AW00028172,United States
AW00028173,Canada
AW00028174,United States
AW00028175,United States
AW00028176,Canada
AW00028177,Canada
AW00028178,Canada
AW00028179,United States
AW00028180,United States
AW00028181,United States
AW00028182,United States
AW00028183,United States
AW00028184,United States
AW00028185,United States
AW00028186,United States
AW00028187,United States
AW00028188,United States
AW00028189,Canada
AW00028190,United States
AW00028191,United States
AW00028192,United States
AW00028193,United States
AW00028194,United States
AW00028195,Canada
AW00028196,United States
AW00028197,Canada
AW00028198,Canada
AW00028199,United States
AW00028200,United States
AW00028201,Australia
AW00028202,Australia
AW00028203,Australia
AW00028204,Australia
AW00028205,Australia
AW00028206,Australia
AW00028207,Australia
AW00028208,Australia
AW00028209,Australia
AW00028210,Australia
AW00028211,Australia
AW00028212,Australia
AW00028213,Australia
AW00028214,Australia
AW00028215,Australia
AW00028216,Australia
AW00028217,Australia
AW00028218,Australia
AW00028219,Australia
AW00028220,Australia
AW00028221,United States
AW00028222,United States
AW00028223,United States
AW00028224,United States
AW00028225,United States
AW00028226,United States
AW00028227,United States
AW00028228,United States
AW00028229,United States
AW00028230,United States
AW00028231,United States
AW00028232,United States
AW00028233,United States
AW00028234,United States
AW00028235,United States
AW00028236,United States
AW00028237,United States
AW00028238,United States
AW00028239,Canada
AW00028240,United States
AW00028241,United States
AW00028242,United States
AW00028243,United States
AW00028244,United States
AW00028245,Canada
AW00028246,United States
AW00028247,United States
AW00028248,Canada
AW00028249,United States
AW00028250,United States
AW00028251,United States
AW00028252,United States
AW00028253,United States
AW00028254,Canada
AW00028255,United States
AW00028256,United States
AW00028257,United States
AW00028258,United States
AW00028259,United States
AW00028260,Canada
AW00028261,Canada
AW00028262,United States
AW00028263,United States
AW00028264,United States
AW00028265,United States
AW00028266,United States
AW00028267,United States
AW00028268,United States
AW00028269,United States
AW00028270,United States
AW00028271,United States
AW00028272,Canada
AW00028273,United States
AW00028274,United States
AW00028275,United States
AW00028276,United States
AW00028277,United States
AW00028278,United States
AW00028279,United States
AW00028280,United States
AW00028281,United States
AW00028282,United States
AW00028283,Canada
AW00028284,Canada
AW00028285,United States
AW00028286,United States
AW00028287,United States
AW00028288,United States
AW00028289,United States
AW00028290,Canada
AW00028291,United States
AW00028292,Canada
AW00028293,United States
AW00028294,United States
AW00028295,United States
AW00028296,United States
AW00028297,United States
AW00028298,United States
AW00028299,United States
AW00028300,United States
AW00028301,United States
AW00028302,Canada
AW00028303,Australia
AW00028304,Australia
AW00028305,Australia
AW00028306,Australia
AW00028307,Australia
AW00028308,Australia
AW00028309,Australia
AW00028310,Australia
AW00028311,Australia
AW00028312,Australia
AW00028313,Australia
AW00028314,Australia
AW00028315,Australia
AW00028316,Australia
AW00028317,Australia
AW00028318,Australia
AW00028319,Australia
AW00028320,Australia
AW00028321,Australia
AW00028322,Australia
AW00028323,Australia
AW00028324,Australia
AW00028325,Australia
AW00028326,Australia
AW00028327,Australia
AW00028328,Australia
AW00028329,Australia
AW00028330,United States
AW00028331,United States
AW00028332,Canada
AW00028333,United States
AW00028334,United States
AW00028335,United States
AW00028336,United States
AW00028337,United States
AW00028338,Australia
AW00028339,United States
AW00028340,United States
AW00028341,Canada
AW00028342,Canada
AW00028343,United States
AW00028344,United States
AW00028345,United States
AW00028346,Canada
AW00028347,United States
AW00028348,Australia
AW00028349,Australia
AW00028350,Australia
AW00028351,Australia
AW00028352,Australia
AW00028353,Australia
AW00028354,Canada
AW00028355,United States
AW00028356,United States
AW00028357,Canada
AW00028358,United States
AW00028359,Canada
AW00028360,United States
AW00028361,United States
AW00028362,United States
AW00028363,Canada
AW00028364,France
AW00028365,United Kingdom
AW00028366,United Kingdom
AW00028367,United Kingdom
AW00028368,France
AW00028369,Germany
AW00028370,United Kingdom
AW00028371,United Kingdom
AW00028372,United Kingdom
AW00028373,France
AW00028374,Germany
AW00028375,United Kingdom
AW00028376,Germany
AW00028377,United Kingdom
AW00028378,France
AW00028379,France
AW00028380,France
AW00028381,Germany
AW00028382,Germany
AW00028383,Germany
AW00028384,France
AW00028385,France
AW00028386,United Kingdom
AW00028387,United Kingdom
AW00028388,Germany
AW00028389,France
AW00028390,France
AW00028391,France
AW00028392,United Kingdom
AW00028393,France
AW00028394,France
AW00028395,France
AW00028396,Germany
AW00028397,United Kingdom
AW00028398,France
AW00028399,United Kingdom
AW00028400,Germany
AW00028401,France
AW00028402,France
AW00028403,United Kingdom
AW00028404,Germany
AW00028405,Germany
AW00028406,France
AW00028407,France
AW00028408,United Kingdom
AW00028409,Germany
AW00028410,United Kingdom
AW00028411,United Kingdom
AW00028412,France
AW00028413,United Kingdom
AW00028414,France
AW00028415,United Kingdom
AW00028416,United Kingdom
AW00028417,United Kingdom
AW00028418,France
AW00028419,France
AW00028420,France
AW00028421,Germany
AW00028422,France
AW00028423,Germany
AW00028424,United Kingdom
AW00028425,United Kingdom
AW00028426,United Kingdom
AW00028427,United Kingdom
AW00028428,United Kingdom
AW00028429,France
AW00028430,Germany
AW00028431,France
AW00028432,Germany
AW00028433,France
AW00028434,Germany
AW00028435,Germany
AW00028436,United Kingdom
AW00028437,United Kingdom
AW00028438,United Kingdom
AW00028439,United Kingdom
AW00028440,France
AW00028441,France
AW00028442,France
AW00028443,France
AW00028444,France
AW00028445,Germany
AW00028446,United Kingdom
AW00028447,France
AW00028448,United Kingdom
AW00028449,France
AW00028450,Germany
AW00028451,United Kingdom
AW00028452,France
AW00028453,Germany
AW00028454,Germany
AW00028455,Germany
AW00028456,France
AW00028457,France
AW00028458,France
AW00028459,United Kingdom
AW00028460,France
